shop.id,arm,time,date,num.cust,num.agyw,num.condom.agyw,num.oc.agyw,num.ec.agyw,num.contra.agyw,num.preg.agyw,num.hivref.agyw,num.fpref.agyw,num.pregref.agyw,num.ref.agyw,num.hivst.rec.agyw,ward,time2,num.nonagyw,agyw.prop,wday,wend,duration,hour.min.st
Comparison 10,Comparison,0,2019-08-09,8,2,0,0,0,0,0,0,0,0,0,NA,ward3,0,6,0.25,Fri,Weekday,3,12.5
Comparison 10,Comparison,0,2019-08-10,17,0,0,0,0,0,0,0,0,0,0,NA,ward3,0,17,0,Sat,Weekend,3,9.5
Comparison 10,Comparison,0,2019-08-14,8,1,0,0,0,0,0,0,0,0,0,NA,ward3,0,7,0.125,Wed,Weekday,3,15
Intervention 10,Intervention (Queen Club),0,2019-08-14,8,0,0,0,0,0,0,0,0,0,0,NA,ward2,0,8,0,Wed,Weekday,3,12.5
Intervention 10,Intervention (Queen Club),0,2019-08-15,11,0,0,0,0,0,0,0,0,0,0,NA,ward2,0,11,0,Thu,Weekday,3,18.5
Intervention 10,Intervention (Queen Club),0,2019-08-16,11,1,0,0,0,0,1,0,0,0,0,NA,ward2,0,10,0.09090909090909091,Fri,Weekday,3,11
Intervention 10,Intervention (Queen Club),0,2019-08-17,8,2,0,0,0,0,0,0,0,0,0,NA,ward2,0,6,0.25,Sat,Weekend,3,13.5
Intervention 1,Intervention (Queen Club),1,2019-10-18,4,0,0,0,0,0,0,0,0,0,0,0,ward1,1,4,0,Fri,Weekday,3,10
Intervention 1,Intervention (Queen Club),1,2019-10-20,5,1,0,0,0,0,0,0,0,0,0,0,ward1,1,4,0.2,Sun,Weekend,3,11.5
Intervention 1,Intervention (Queen Club),1,2019-10-22,3,0,0,0,0,0,0,0,0,0,0,0,ward1,1,3,0,Tue,Weekday,3,12
